8.329999999999999627e-01, 8.329999999999999627e-01, 5.999999999999999778e-01, 5.999999999999999778e-01, 5.999999999999999778e-01, 5.999999999999999778e-01, 5.999999999999999778e-01, 5.999999999999999778e-01, 5.999999999999999778e-01, 5.999999999999999778e-01
8.447999999999999954e-01, 8.447999999999999954e-01, 8.447999999999999954e-01, 8.447999999999999954e-01, 8.447999999999999954e-01, 8.447999999999999954e-01, 8.447999999999999954e-01, 8.447999999999999954e-01, 8.447999999999999954e-01, 8.447999999999999954e-01
8.681999999999999718e-01, 8.651999999999999691e-01, 6.006000000000000227e-01, 6.006000000000000227e-01, 6.006000000000000227e-01, 6.006000000000000227e-01, 6.006000000000000227e-01, 6.006000000000000227e-01, 6.006000000000000227e-01, 6.006000000000000227e-01
8.618000000000000105e-01, 8.491999999999999549e-01, 8.491999999999999549e-01, 8.491999999999999549e-01, 8.491999999999999549e-01, 8.491999999999999549e-01, 8.192000000000000393e-01, 8.192000000000000393e-01, 8.192000000000000393e-01, 8.192000000000000393e-01
8.683999999999999497e-01, 8.683999999999999497e-01, 8.683999999999999497e-01, 8.683999999999999497e-01, 8.683999999999999497e-01, 8.683999999999999497e-01, 8.683999999999999497e-01, 8.683999999999999497e-01, 8.683999999999999497e-01, 8.683999999999999497e-01
9.068000000000000504e-01, 9.068000000000000504e-01, 9.068000000000000504e-01, 9.068000000000000504e-01, 9.035999999999999588e-01, 9.035999999999999588e-01, 9.035999999999999588e-01, 8.981999999999999984e-01, 8.981999999999999984e-01, 6.004000000000000448e-01
8.851999999999999869e-01, 8.851999999999999869e-01, 8.851999999999999869e-01, 8.851999999999999869e-01, 8.741999999999999771e-01, 8.491999999999999549e-01, 8.491999999999999549e-01, 8.304000000000000270e-01, 8.222000000000000419e-01, 8.222000000000000419e-01
8.546000000000000263e-01, 8.546000000000000263e-01, 8.546000000000000263e-01, 8.546000000000000263e-01, 8.546000000000000263e-01, 8.546000000000000263e-01, 8.546000000000000263e-01, 8.546000000000000263e-01, 8.518000000000000016e-01, 8.296000000000000041e-01
8.709999999999999964e-01, 8.709999999999999964e-01, 8.709999999999999964e-01, 8.709999999999999964e-01, 8.709999999999999964e-01, 8.689999999999999947e-01, 8.676000000000000378e-01, 8.676000000000000378e-01, 8.676000000000000378e-01, 8.676000000000000378e-01
8.668000000000000149e-01, 8.406000000000000139e-01, 6.004000000000000448e-01, 6.004000000000000448e-01, 6.004000000000000448e-01, 6.004000000000000448e-01, 6.004000000000000448e-01, 6.004000000000000448e-01, 6.004000000000000448e-01, 6.004000000000000448e-01
